text,video,Frame_hate,random_frame,random_ocr_text
 Stop trying to rob,hate_video_3,1,hate_video_3_frame1050.jpg,TRO
 Stop trying to fuck my mom,hate_video_3,1,hate_video_3_frame1080.jpg,ARO
 My dick is bigger than yards,hate_video_3,1,hate_video_3_frame1140.jpg,ARO
" Fuck all niggers, they can burn in hell",hate_video_3,1,hate_video_3_frame1200.jpg,TRO
" Fuck Rosa Parks, I'll slap that bitch as well",hate_video_3,1,hate_video_3_frame1230.jpg,TRO
" Niggers need to burn, niggers need to learn",hate_video_3,1,hate_video_3_frame1380.jpg,TRO
" Niggers can't pass class, niggers can't learn",hate_video_3,1,hate_video_3_frame1470.jpg,ARO
" Stupid ass bitch, stupid ass black fucks",hate_video_3,1,hate_video_3_frame1560.jpg,ARO
" Try to fucking take my shit and get a fucking job, yeah, fuck all those niggers, fuck all those niggers, fuck all those niggers, yeah.",hate_video_3,1,hate_video_3_frame1680.jpg,TRO
 I'm shooting a black nigger in his head again.,hate_video_3,1,,
" And bitch, I am not George Zimmerman.",hate_video_3,1,hate_video_3_frame2160.jpg,TRO
 I'm gonna kill that nigger dead.,hate_video_3,1,hate_video_3_frame2220.jpg,TRO
 Kill that nigger dead.,hate_video_3,1,,
 Record that shit and put it on Worldstar as well.,hate_video_3,1,hate_video_3_frame2340.jpg,TRO
 Fuck all those niggers.,hate_video_3,1,,
 They can burn in hell.,hate_video_3,1,hate_video_3_frame2430.jpg,ARO
 Fuck Eric Gartner.,hate_video_3,1,,
 He fat as fucking hell.,hate_video_3,1,hate_video_3_frame2520.jpg,TRO
 Fuck all those niggers.,hate_video_3,1,,
 I'll choke him out.,hate_video_3,1,,
 Fuck all those niggers. i'll choke em out fuck all those niggas i'll shoot it out if a niggas gets mad then we can shoot it out bitch i don't fight with niggas they'll be down,hate_video_3,1,hate_video_3_frame2760.jpg,ARO
 they like to jump they like to rob they like to take a nigga car and rap at the same time,hate_video_3,1,hate_video_3_frame2940.jpg,ARO
 stupid ass niggas all they can do is rhyme They can never get a motherfucking 9 to 5,hate_video_3,1,hate_video_3_frame3060.jpg,TRO
 Stupid ass niggers don't know 5 plus 5,hate_video_3,1,hate_video_3_frame3210.jpg,TRO
 They just know that if I can do a rhyme I can get time,hate_video_3,1,hate_video_3_frame3300.jpg,ARO
" Yeah, fuck all those niggers",hate_video_3,1,hate_video_3_frame3390.jpg,ARAB
 Fuck all those niggers,hate_video_3,1,hate_video_3_frame3450.jpg,ARAB
 Fuck all those niggers,hate_video_3,1,hate_video_3_frame3480.jpg,TRO
 Fuck all those niggers,hate_video_3,1,hate_video_3_frame3510.jpg,TRO
" Yeah, fuck all those niggers",hate_video_3,1,hate_video_3_frame3540.jpg,TRO
" Fuck all those niggers Fuck all those niggers Yeah, fuck all those niggers, yeah Fuck all those niggers Fuck all those niggers",hate_video_3,1,hate_video_3_frame3600.jpg,TRO
" Fuck all those niggers, yeah",hate_video_3,1,hate_video_3_frame3660.jpg,TRO
 Fuck all those niggers,hate_video_3,1,hate_video_3_frame3690.jpg,TRO
 Niggers can burn in hell,hate_video_3,1,hate_video_3_frame3720.jpg,ARO
 Trayvon as well,hate_video_3,1,hate_video_3_frame3780.jpg,ARO
 Niggers can burn in hell,hate_video_3,1,hate_video_3_frame3840.jpg,TRO
 Niggers can burn in hell,hate_video_3,1,hate_video_3_frame3870.jpg,TRO
" Nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger, nigger",hate_video_3,1,hate_video_3_frame3960.jpg,TRO
 Bobby Two Pistols in this bitch.,hate_video_3,1,hate_video_3_frame4110.jpg,ARO
 I saw the niggers in this bitch.,hate_video_3,1,hate_video_3_frame4230.jpg,ARO
 You motherfuckers used to be slaves.,hate_video_3,1,hate_video_3_frame4260.jpg,ARO
 Now you think you can ride in my Escalade.,hate_video_3,1,hate_video_3_frame4380.jpg,TRO
" Stupid ass nigger, better clean my car good.",hate_video_3,1,hate_video_3_frame4440.jpg,TRO
 Before I get this whip out and then shoot you in your hood.,hate_video_3,1,hate_video_3_frame4560.jpg,ARO
 Dumb ass nigger.,hate_video_3,1,hate_video_3_frame4590.jpg,ARO
" Stupid ass nigger. You calling me a cracker? Dumbass nigger, stupid ass nigger.",hate_video_3,1,hate_video_3_frame4650.jpg,ARO
 You calling me a cracker?,hate_video_3,1,hate_video_3_frame4680.jpg,ARO
" Well, it's better to be a nigger.",hate_video_3,1,hate_video_3_frame4710.jpg,ARO
 Better than being a nigger.,hate_video_3,1,hate_video_3_frame4830.jpg,TRO
" Bitch, you're so black you look like a damn shade.",hate_video_3,1,hate_video_3_frame4920.jpg,TRO
" Bitch, clean my car while I drink lemonade.",hate_video_3,1,hate_video_3_frame5070.jpg,ARO
 Ya fuckin' slave.,hate_video_3,1,hate_video_3_frame5070.jpg,ARO
 Melvin on the beat,hate_video_3,1,hate_video_3_frame5100.jpg,ARO
" Buy me two pistols man, fuck all those niggers man",hate_video_3,1,hate_video_3_frame5190.jpg,TRO
 Real nigger anthem Продолжение следует...,hate_video_3,1,hate_video_3_frame5520.jpg,ARO
 Fuck Jews. We woos kings. We woos the real Jews and the real Egyptians man. Bang bang.,hate_video_4,1,hate_video_4_frame150.jpg,www. Bandi cam. com
 Hello nigger my old friend,hate_video_5,1,hate_video_5_frame60.jpg,Hello nigger my old friend
 You've come to rob my house again,hate_video_5,1,hate_video_5_frame210.jpg,You' ve come to rob my house again
 Cause you nigger softly creeping,hate_video_5,1,hate_video_5_frame270.jpg,You' ve come to rob my house again
 You rob my house while I'm sleeping,hate_video_5,1,hate_video_5_frame390.jpg,Myth vs reality Cause you niggers softly c ripp in.
 And your stinky nigger smell in my brain still remains,hate_video_5,1,hate_video_5_frame600.jpg,And your stinky nigger smell in my brain still remains.
 I is a trans nigger,hate_video_5,1,hate_video_5_frame750.jpg,KentuckyFrie listransnigger.
" No, I haven't.",hate_video_6,1,hate_video_6_frame60.jpg,"Oe eg le [ bit wave. tv]  327 K 1047 G.  P 01 L Talk to strangers!  59,000+ online now PAJ EET 102:021| LI 3 Joey_ Fit. . .  WHIT E IS RIGHT T. ME/ GYPSY CRUSADER 102:021 LI AGONY DUR KAD UR KAI DUR KADU U UR KAA 02:021 LI Dont Ma. . .  JOL KA 02:021 LI Big Bad. . .  LOL 02:021 LI' Not eHig. . .  711 ome g le 02:021 LI Gas Th os. . .  po 0000 in loo ooo ooo o 0 02:021 LI' j are dt a yu. . .  CHIN STRAP 02:021 LI dole ma. . .  He' s right next to the road 02:021 LI niggers. . .  P 0 O ON WALLS HYPE BTW Chat as Gypsy crusader. . .  0/300 Stop Send SEND>"
 No.,hate_video_6,1,hate_video_6_frame180.jpg,"Ome g le [ bit wave. tv]  om ge le 337 K 1047 G.  POLL:  Talk to strangers!  59,000+ online now FREHOLE ZE)  WASHINGTON HEIGHTS GYPSYCRUSADER NIGGER)  02:02| IL 1 S and J. .  BLOODY FUKIN 02:02| IL 1 NIKI gG. .  INDIAN NIGGER 02:02| L 1 Eyes Wi. .  A DOMINICAN IS JUST A NIGGER TO ome g le L EMBARRASSED TO ADMIT IT 02:02| L 1 sky d 7-11 TECH SUPPORT LMFAO they have. . . poverty 02:02| L 1 Is vc jol kel jol kel!  Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 No.,hate_video_6,1,,
" No, I haven't, bro.",hate_video_6,1,hate_video_6_frame420.jpg,"Oe eg le [ bit wave. tv]  omeg le 320 X 1047 G.  POLL Talk to strangers!  59,000+ online now they have. . . poverty [ 02:02] [ 1] Sv c jol kel jol kel T. ME/ GYPSY CRUSADER [ 02:02] [ 1] Radio 10000000000000000 [ 02:02] [ 1] Joey, Fit. . .  wtf [ 02:02] [ 1] Big B row. . .  L MAO [ 02:02] [ 1] ask xy d GET REK O TECH SUPPORT [ 02:02] [ 1] We Was. . .  ome gl LOL [ 02:02] [ 1] ni gers. . .  CURRY POO ON WALLS LOL [ 02:02] [ 1] J are dt a yz. . .  DO YOU HAVE INDOOR PLUMBING?  [ 02:03] [ 1] b daz L MFA OOO OHA HAH A HAH AHA HA HA Chat as Gypsy crusader. .  0/300 Stop Send SEND"
" Nah, bro.",hate_video_6,1,hate_video_6_frame540.jpg,"Omg le [ bit wave. tv]  om ge le 337 K 1047 G.  POLL:  Talk to strangers!  59,000+ online now it era llyn to fad ingn [ 02:00] [ LJ POVERT. . .  GYPSYCRUSADER FLORIDA GAVE US, RIFF RAFF,  BROKE MALONE AND HORSE SANDWICHES 102:03] [ J] Lynch an. . .  WELCOME TO MYST OR 102:03] [ J] Attila Ba. . .  there s a nigger [ 02:03] [ J] Joe_ Bid. . .  Ma' am Do not listen to this child grooming a meg fake Berretta fag got 02:031[ ] . 1 nig gers_ . . .  MOG GER 02:031[ ] . 1 s vc math afa q Chat as Gypsy crusader. . .  0/300 Stop Send SEND>"
" I'm good, dog.",hate_video_6,1,hate_video_6_frame720.jpg,"Omg le [ bit wave. tv]  337 K G Select Language 1044 G.  POLL Talk to strangers!  59,000+ online now fake Beretta fag got T. ME/ GYPSYCRUSADER 02:031 L 1 niggers_  MOG GER 02:031 L 1 s vc matha faq 02:031 L 1 We Was. .  Fucking tech support is so fucking funny ome g le 02:031 L 1 niggers. . .  NIGGER NIGGER 02:031 L 1 Ham Bur. . .  02:031 L 1 ryps y so. . .  MADAFAKA 02:031 L 1 Dont Ma. . .  MUD DAR FUCK YOU FAH D DER Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
" Yeah, I'm good, dog. You sure? Yeah.",hate_video_6,1,,
 How about a monkey dance? I thought you guys,hate_video_6,1,hate_video_6_frame810.jpg,"Omg le [ bit wave. tv]  337 K ome g le 1044 G.  Poll Talk to strangers!  59,000+ online now T. ME/ GYPSY CRUSADER 02:03111 nig gers. . .  MOG GER 02:03111 s vc math a faq 02:03111 We Was. . .  Fucking tech support is so fucking funny 02:03111 niggers. . .  NIGGER NIGGER 02:0311 L Ham Bur. . .  omEGA.  02:03111 Don tM a. .  MUD DAR FUCK YOU FAH DDER 02:03111 Rams HAH A HAH A HAH A HAH AHA HA Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 danced for,hate_video_6,1,hate_video_6_frame870.jpg,"Oe g le [ bit wave. tv]  om ge le 337 K 1044 G.  POLL Talk to strangers!  59,000+ online now [ 02:031 LI J svc math afa q GYPSYCRUSADER [ 02:031 LI We Was. .  Fucking tech support is so fucking funny [ 02:031 LI. n diggers.  NIGGER NIGGER [ 02:031 LI Ham Bur.  florid a man at it again [ 02:031 LI. r yops y so. . .  MADAFAKA ome gl MUD D ARFUCK YOU FAHDDER [ 02:031 LI Rom HAH A HAH A HAH A HAH A [ 02:031 LI b dz U MUD DAFUK [ 02:031 LI. Io annis. . .  Do a mokey dance nigger Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 bananas.,hate_video_6,1,hate_video_6_frame900.jpg,"Oe eg le [ bit wave. tv]  om ge le 337 K 1044 G.  POLL Talk to strangers!  59,000+ online now 02:031 LI J svc math afa q GYPSYCRUSADER 02:031 LI We Was. .  Fucking tech support is so fucking funny 02:031 LI. n diggers.  NIGGER NIGGER 02:031 LI Ham Bur.  florid a man at it again 02:031 LI. r yops y so. . .  MADAFAKA ome g MUD DAR FUCK YOU FAHD DER 02:031 LI Rom HAH A HAH A HAH A HAH A HAH A 02:031 LI b daz U MUDDA FUK 02:031 LI. Io ann is. . .  Do a mokey dance nigger Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 I do the smack that ass and beat your ass.,hate_video_6,1,hate_video_6_frame960.jpg,"Omg le [ bit wave. tv]  ome g le 337 K 1044.  G.  POLL:  Talk to strangers!  59,000+ online now fucking fumy [ 02:03] LI nigg eRS. . .  GYPSY CRUSADER NIGGER NIGGER [ 02:03] LI Ham Bur. . .  florid a man at it again [ 02:03] LI ryp y so. . .  MADA FAKA [ 02:03] LI Don tM. . .  MUD DAR FUCK YOU FAHDDER [ 02:03] LI Rami ome g le HAH A HAH A HAH A HAH A HA U MUD DA FUK [ 02:03] LI loan n is. . .  Do a mokey dance nigger Give bobo a banana!  A NIGGER Chat as Gypsy crusader. . .  0/300 Stop Send SEND S SEND"
" Oh, yeah? What are you gonna do,",hate_video_6,1,hate_video_6_frame1080.jpg,[bitwave.tv] 337K 1053 G. 102:031IL1rypsyso... MADAFAKA T.ME/GYPSYCRUSADER MUDDARFUCKYOU FAHDDER 02:031IL1Ram HAHAHAHAHAHAHAHAA 02:031L1bdaz UMUDDAFUK 02:031L1Ioannis... Doamokeydancenigger 02:031L1WeWas... omeg Giveboboabanana! 02:031L1NateHig... ANIGER 02:031L1ScamCa... SLUSHIMACHINEBROKE TODAY'SIR 02:031L1niggers... BLMBLMPOG ChatasGypsycrusader... 0/300 Stop Send SEND
 nigger?,hate_video_6,1,,
 I don't know. I'm about you covering it and see.,hate_video_6,1,hate_video_6_frame1140.jpg,"[bitwave.tv] 337K 1053 G. 104100000000000000000000 59,000+onlinenow 02:031111rypsyso... 02:03111DontMa. MUDDARFUCKYOU FAHDDER 02:03111JRam HAHAHAHAHAHAHAHAH 02:03111bdaz UMUDDAFUK 02:03111Ioannis... Doamokeydancenigger 02:03111WeWas. omeg Giveboboabanana! 02:03111NateHig. ANIGGER 02:03111ScamCa... SLUSHIMACHINEBROKE TODAY'SIR BLMBLMPOG ChatasGypsycrusader... 0/300 Stop Send SEND"
" Oh, yeah? What are you gonna do? Are you gonna",hate_video_6,1,hate_video_6_frame1230.jpg,"Ome g le [ bit wave. tv]  337 K 1053 G.  POLL Talk to strangers!  59,000+ online now BL MBL M POG 02:031 L 1 S can Ca GYPSY CRUSADER ome g le 02:031 L 1 L 11 oh you arent live? or are you 1 m so confused 02:031 L POWER T. . .  SPILL THE BEANS NIG GER Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 become an inherently violent,hate_video_6,1,hate_video_6_frame1260.jpg,"Ome g le [ bit wave. tv]  https/ / www. ome g le. com 337 K 56 Select Language 1053 G.  POLL Talk to strangers!  59,000+ online now BL MBL M POG 02:031 L 1 S can Ca GYPSY CRUSADER ome g le 02:031 L 1 L 11 oh you arent live? or are you I' m so confused 02:031 L 1 L POWER T. . .  SPILL THE BEANS NIGGER Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
" savage that I know you are? What you gonna do? Hang me, motherfucker? Oh, I? What are you going to do? Are you going to become an inherently violent savage that I know you are?",hate_video_6,1,hate_video_6_frame1350.jpg,Oeagle [bitwave.tv] 337K 1053G. POLL Talktostrangers! 59.000+onlinenow GYPSYCRUSADER omesk 02:03|LlLili ohyouarentlive?orareyou1m soconfused 02:03|LlIPOVERT.. SPILLTHEBEANSNIGGER 02:03|Ll1choco409|pmm damnbigupgradetothechat 02:03|Ll1svc monkeydance ChatasGypsycrusader... 0/300 Stop Send SEND
" What are you going to do? Hang me, motherfucker?",hate_video_6,1,hate_video_6_frame1410.jpg,Oeagle [bitwave.tv] https//www.omegle.com omegle 337K 1053G. POLL Talktostrangers! 59.000+onlinenow T.ME/GYPSYCRUSADER 02:03IILILI ohyouarentlive?orareyouI'm omesk soconfused 02:03IILIPOVERT. SPILLTHEBEANSNIGGER 02:03IILIchoco409aporme damnbigupgradetothechat 02:03IILIsvc monkeydance 02:03IILiLaugh hegothissipsthissummer ChatasGypsycrusader... 0/300 Stop Send SEND
" Oh, I can't wait.",hate_video_6,1,hate_video_6_frame1440.jpg,"Omg le [ bit wave. tv]  ome g le 1053 G.  Talk to strangers!  59,000+ online now T. ME/ GYPSY CRUSADER 02:03| L 1 L 11 oh you arent live? or are you Im so confused [ 02:03| L 1 L 11 POVERT. . .  SPILL THE BEANS NIG GER [ 02:03| L 1 l choco 409 @  damn big upgrade to the chat [ 02:03| L 1 l svc monkey dance [ 02:03| L 1 l Laugh he got his gits this summer Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 For sure?,hate_video_6,1,,
" Yeah, it's going to be exciting. I can't, you know, when there's a nigger hanging on every street pole in America,",hate_video_6,1,hate_video_6_frame1650.jpg,"Omg le [ bit wave. tv]  ome g le 330 X 1053 G.  POLL:  Talk to strangers!  59,000+ online now GYPSY CRUSADER oh you arent live? or are you Im so confused 02:031 LI UP OVERT. . .  SPILL THE BEANS NIG GER 02:031 LI choco 409 damn big upgrade to the chat 02:031 LI SVc monkey dance 02:031 LI Laugh he got his gits this summer 02:031 LI Nig Nog s. . .  71 G GER 02:031 LI Joey. Fit. . .  MONKEY DANCE OR RIOT Show GUN 02:031 LI Guy ON i. . .  got em Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
" and I can walk down the street and just see your dangling corpses all over, I just can't wait.",hate_video_6,1,hate_video_6_frame1920.jpg,"Oe g le [ bit wave. tv]  30 X 1053 G.  POLL:  Talk to strangers!  59,000+ online now BANANA MAN 02:031[ L] sky d GYPSY CRUSADER LOOK AT THIS FUCKIN NIGGER L MAO [ 02:031[ L] Lug or w. .  lol [ 02:031[ L] SHA NEE. . .  L MAO 00000 [ 02:031[ L] fat die ke. . .  he already got his g ib s [ 02:031[ L] nate A AHA HAH AHA HAH A HAH HH A ome get [ 02:031[ L] ole phant e your neck smells like launch able ham [ 02:031[ L] Guy ON i. . .  a hah a hah a [ 02:031[ L] Joey_ Fit. . .  LOL [ 02:031[ L] Radio oh shit Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
" I mean, either.",hate_video_6,1,hate_video_6_frame2040.jpg,"Ome g le [ bit wave. tv]  30 K 1052 G.  POLL Talk to strangers!  59,000+  online now [ 02:03] LJ. f fact ice k. . .  he already got his g ib s GYPSY CRUSADER 02:03] Ll nate A A HAH A HAH A A HAH A HAH A [ 02:03] Ll elephant e your neck smells like lau ch able ham 02:03] Ll Guy ON i. . .  a hah a hah a [ 02:03] Ll Joey_ Fit. . .  LOL 02:03] LJ Radio om eg oh shit 02:03] Ll Fan ey st banana makes the monkey dance 02:03] L] S and_ . .  I CANT BE RACIST MY SLAVE IS BLACK Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 Yeah.,hate_video_6,1,hate_video_6_frame2100.jpg,"Ome g le [ bit wave. tv]  30 K 1052 G.  POLL Talk to strangers!  59,000+ online now [ 02:03] [ ] Lf at d icl e. . .  he already got his g ib s T. ME/ GYPSYCRUSADER [ 02:03] [ ] L nate A AHA HAH AHA A AHA HAH A [ 02:03] [ ] Lle e phant e your neck smells like lau ch able ham [ 02:03] [ ] L Guy ON i. . .  a hah a hah a [ 02:03] [ ] L Joey_ Fit. . .  LOL [ 02:03] [ ] Radi o omg oh shit [ 02:03] [ ] L Fans y st banana makes the monkey dance [ 02:03] [ ] ] S and_ ] .  I CANT BE RACIST MY SLAVE IS BLACK Chat as Gypsy crusader. .  0/300 Stop Send SEND"
 Okay.,hate_video_6,1,hate_video_6_frame2130.jpg,"Ome g le [ bit wave. tv]  https/ / www. ome g le. com 337 K 1052 G.  POLL Talk to strangers!  59,000+ online now 02:031 L 1 nate A AHA HAH A A HAH A HAH HH A T. ME/ GYPSY CRUSADER your neck smells like lau nch able ham 02:031 L 1 Guy ON i. . .  shah a hah a 02:031 L 1 Joey_ Fit. . .  LOL 02:031 L 1 Radio oh shit 02:031 L 1 Fan ey t.  ome gl banana makes the monkey dance 02:031 L 1 S and_ . .  I CANT BE RACIST MY SLAVE IS BLACK 02:031 L 1 seatow. . .  c mon bro take it Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 One less nigger around.,hate_video_6,1,hate_video_6_frame2190.jpg,"Omg le [ bit wave. tv]  337 K 1052 G.  POLL Talk to strangers!  59,000+ online now LOL 02:031 LI Radio T. ME/ GYPSYCRUSADER oh shit 02:031 LI Fan y st banana makes the monkey dance 02:031 LI S and. . .  I CANT BE RACIST MY SLAVE IS BLACK 02:031 LI seat ow. .  c mon bro take it ome 02:031 LI Lynch an. . .  NIG GERD UTIES NOT FULFILLED 02:041 LI Attila Ba dance nigger 02:041 LI Gas Thes. . .  banana makes the monkey dance k.  Chat as Gypsy crusader. . .  0/300 Stop Send SEND"
 Niggas envy!,hate_video_7,1,hate_video_7_frame0.jpg,20935021/36129/20140530 11:12
 Blackie got stiffy!,hate_video_7,1,hate_video_7_frame60.jpg,20935021/36129/20140530 11:12
 Got blackie!,hate_video_7,1,hate_video_7_frame90.jpg,human
" Drop me fucking, blackie!",hate_video_7,1,hate_video_7_frame120.jpg,human phenotypes. com
 Oh!,hate_video_7,1,hate_video_7_frame150.jpg,human phenotypes. com
" Oh, God!",hate_video_7,1,hate_video_7_frame240.jpg,20935021/36129/20140530 11:12
 I'm not racist. These people really do all look alike.,hate_video_7,1,hate_video_7_frame570.jpg,20935021/36129/20140530 11:12
" Woah, that's one bad nigga, a damn chair",hate_video_8,1,hate_video_8_frame120.jpg,GUARD GU CHILD SUPPORT CHECK!  MICKEYS SO and 0/100
" Dobboomegger, oh my god, Dobboomegger",hate_video_8,1,hate_video_8_frame120.jpg,GUARD GU CHILD SUPPORT CHECK!  MICKEYS SO and 0/100
" He's a Dobboomegger, a lot damn chair",hate_video_8,1,hate_video_8_frame210.jpg,"GUARD GU CHILDSUPPORT CHECK!  MICKEY SO and 0/100 Oh my God, Double Nigger"
" Yo, he's a Dobboomegger, a lot damn chair",hate_video_8,1,hate_video_8_frame420.jpg,CUAR I GUARD CHILD SUPPORT CHECK!  S 0 and 0/100 He' s a double nigger all up in here yo
" Yo, holy fuck, he looks so mean",hate_video_8,1,hate_video_8_frame480.jpg,GUARD GU CHILDSUPPORT CHECK!  S 0 and 0/100 HOLY FUCK
" He's so black, so scary",hate_video_8,1,hate_video_8_frame510.jpg,GUARD GU CHILDSUPPORTCHECK! S0and0/100 Helookssomean
" Dobboomegger, Dobboomegger, so dead and black",hate_video_8,1,hate_video_8_frame720.jpg,GUARD GU CHILDSUPPORT CHECK!  MICKEY SO and 0/100 So big and black
" He's got killed later, he's talking to a fight at red",hate_video_8,1,hate_video_8_frame780.jpg,CURT CURIT ★  GU CHILDSUPPORT CHECK!  MICKEY SO and 0/100 He' s starting to look like a triple nigger
" Blue Negger, that's one bad nigga bro",hate_video_8,1,hate_video_8_frame900.jpg,GUARD GU CHILDSUPPORTCHECK! S0and0/100 That'sonebadniggerbro
" No, the Blue Negger on the way across the street",hate_video_8,1,hate_video_8_frame960.jpg,CHILDSUPPORTCHECK! S0and0/100 DoubleNiggeralltheway acrossthestreet
" Mad boy, fucked and black",hate_video_8,1,hate_video_8_frame1200.jpg,GUARD GU CHILDSUPPORTCHECK! S0and0/100 DoubleNiggeralltheway acrossthestreet
 The Blue Negger on the way across the street,hate_video_8,1,hate_video_8_frame1290.jpg,GUARD GU CHILDSUPPORTCHECK!  MICKEY SO and 0/100 Double Nigger all the way across the street
" Oh no, oh no, oh",hate_video_8,1,hate_video_8_frame1320.jpg,GUARD GU CHILDSUPPORT CHECK!  S 0 and 0/100 Ohno holy fuck
 We thought she's gonna shoot me,hate_video_8,1,hate_video_8_frame1440.jpg,GUARD GU CHILD SUPPORT CHECK!  MICKEYS SO and 0/100 He' s gonna shoot me
 Ho ho ho ho ho ho ho,hate_video_8,1,hate_video_8_frame1470.jpg,GUARD CHILD SUPPORT CHECK!  S 0 and 0/100
